# generated from the tensat project
# ("Equality Saturation for Tensor Graph Superoptimization" by Yang, Phothilimthana, Wang, Willsey, Roy and Pienaar)
# network: bert
# node_limit: 50000
# iteration limit: 15
# multipatern iteration limit: 2
## root: 191
2081,0,Split([10; 2080]),10,2080
17529,0.5625920295715332,Matmul([0; 51; 10806]),0,51,10806
17529,0.5505920052528381,Matmul([0; 453; 10808]),0,453,10808
17529,0.5505920052528381,Matmul([0; 8735; 10810]),0,8735,10810
17529,0.5505920052528381,Matmul([0; 8821; 10812]),0,8821,10812
17529,0.5420160293579102,Matmul([0; 9062; 4634]),0,9062,4634
17529,0.5420160293579102,Matmul([0; 9110; 4639]),0,9110,4639
26699,0.5625920295715332,Matmul([0; 28; 26701]),0,28,26701
26699,0.5420160293579102,Matmul([0; 443; 1779]),0,443,1779
2786,0,Split([10; 2785]),10,2785
3209,0.5523520112037659,Matmul([0; 97; 3214]),0,97,3214
3209,0.00003199999991920777,Concat([10; 192; 473; 547]),10,192,473,547
5731,0,Split([10; 5730]),10,5730
2240,0.05350400134921074,Matmul([0; 3; 26961]),0,3,26961
2240,0.05407999828457832,Matmul([0; 29; 26963]),0,29,26963
2240,0.05407999828457832,Matmul([0; 52; 26965]),0,52,26965
2240,0.05532800033688545,Matmul([0; 75; 2239]),0,75,2239
39217,0.8015679717063904,Matmul([0; 97; 39221]),0,97,39221
39217,0.7773119807243347,Matmul([0; 473; 39223]),0,473,39223
39217,0.7639679908752441,Matmul([0; 8747; 6819]),0,8747,6819
219,0.03619199991226196,Matmul([0; 3; 218]),0,3,218
219,0,Split0(5066),5066
219,0,Split0(5071),5071
219,0,Split0(5076),5076
219,0,Split0(5081),5081
219,0,Split0(5086),5086
219,0,Split0(5091),5091
219,0,Split1(636),636
219,0,Split1(716),716
219,0,Split1(796),796
219,0,Split1(876),876
219,0,Split1(971),971
219,0,Split1(1121),1121
219,0,Split1(1266),1266
219,0,Split1(1406),1406
219,0,Split1(4861),4861
219,0,Split1(4911),4911
219,0,Split1(4956),4956
219,0,Split1(4996),4996
219,0,Split1(5031),5031
4485,0.05350400134921074,Matmul([0; 3; 33183]),0,3,33183
4485,0.05407999828457832,Matmul([0; 29; 33187]),0,29,33187
4485,0.05407999828457832,Matmul([0; 52; 33193]),0,52,33193
4485,0.05407999828457832,Matmul([0; 75; 33199]),0,75,33199
4485,0.05407999828457832,Matmul([0; 98; 33203]),0,98,33203
4485,0.05407999828457832,Matmul([0; 121; 33205]),0,121,33205
4485,0.05532800033688545,Matmul([0; 144; 4484]),0,144,4484
39919,0.8015679717063904,Matmul([0; 97; 39923]),0,97,39923
39919,0.7773119807243347,Matmul([0; 473; 39925]),0,473,39925
39919,0.7639679908752441,Matmul([0; 8747; 6939]),0,8747,6939
18794,0.8015679717063904,Matmul([0; 28; 11298]),0,28,11298
18794,0.7773119807243347,Matmul([0; 443; 11300]),0,443,11300
18794,0.7773119807243347,Matmul([0; 8729; 11302]),0,8729,11302
18794,0.7773119807243347,Matmul([0; 8807; 11304]),0,8807,11304
18794,0.7639679908752441,Matmul([0; 9023; 6904]),0,9023,6904
18794,0.7639679908752441,Matmul([0; 9059; 6909]),0,9059,6909
10312,0.5625920295715332,Matmul([0; 28; 10314]),0,28,10314
10312,0.5505920052528381,Matmul([0; 443; 10316]),0,443,10316
10312,0.5420160293579102,Matmul([0; 8729; 3189]),0,8729,3189
10312,0.5420160293579102,Matmul([0; 8807; 3194]),0,8807,3194
10078,0.5523520112037659,Matmul([0; 28; 1859]),0,28,1859
10078,0.5420160293579102,Matmul([0; 443; 1864]),0,443,1864
8753,0.23977600038051605,Matmul([0; 120; 493]),0,120,493
8753,0.22566400468349457,Matmul([0; 483; 166]),0,483,166
9956,0.40112000703811646,Matmul([0; 51; 9958]),0,51,9958
9956,0.3935360014438629,Matmul([0; 453; 9960]),0,453,9960
9956,0.3935360014438629,Matmul([0; 8735; 8979]),0,8735,8979
9956,0.3935360014438629,Matmul([0; 8821; 8981]),0,8821,8981
9956,0.3935360014438629,Matmul([0; 9062; 579]),0,9062,579
9956,0.3887999951839447,Matmul([0; 9110; 408]),0,9110,408
7922,0,Split([10; 4504]),10,4504
731,0,Split([10; 730]),10,730
7930,0,Split([10; 4524]),10,4524
2935,0.05350400134921074,Matmul([0; 3; 10258]),0,3,10258
2935,0.05407999828457832,Matmul([0; 29; 10260]),0,29,10260
2935,0.05407999828457832,Matmul([0; 52; 10262]),0,52,10262
2935,0.05532800033688545,Matmul([0; 75; 2934]),0,75,2934
2935,0.05532800033688545,Matmul([0; 98; 2939]),0,98,2939
7716,0,Split([10; 561]),10,561
10038,0.40112000703811646,Matmul([0; 74; 10040]),0,74,10040
10038,0.3935360014438629,Matmul([0; 463; 8995]),0,463,8995
10038,0.3935360014438629,Matmul([0; 8741; 8997]),0,8741,8997
10038,0.3935360014438629,Matmul([0; 8835; 587]),0,8835,587
10038,0.3887999951839447,Matmul([0; 9113; 428]),0,9113,428
34763,0.5625920295715332,Matmul([0; 120; 34765]),0,120,34765
34763,0.5420160293579102,Matmul([0; 483; 4659]),0,483,4659
329,0.035840000957250595,Matmul([0; 3; 9718]),0,3,9718
329,0.03641600161790848,Matmul([0; 29; 8915]),0,29,8915
329,0.03641600161790848,Matmul([0; 52; 8917]),0,52,8917
329,0.03641600161790848,Matmul([0; 75; 547]),0,75,547
329,0.0360959991812706,Matmul([0; 98; 328]),0,98,328
329,0,Split0(6296),6296
329,0,Split0(6306),6306
329,0,Split0(6316),6316
329,0,Split0(6321),6321
329,0,Split0(6326),6326
329,0,Split0(6331),6331
329,0,Split0(6336),6336
329,0,Split0(6341),6341
329,0,Split0(8646),8646
329,0,Split1(2231),2231
329,0,Split1(2381),2381
329,0,Split1(2526),2526
329,0,Split1(2666),2666
329,0,Split1(2776),2776
329,0,Split1(2926),2926
329,0,Split1(3071),3071
329,0,Split1(3211),3211
329,0,Split1(3321),3321
329,0,Split1(3471),3471
329,0,Split1(3616),3616
329,0,Split1(3756),3756
329,0,Split1(5821),5821
329,0,Split1(5891),5891
329,0,Split1(5951),5951
329,0,Split1(6001),6001
329,0,Split1(6041),6041
329,0,Split1(6071),6071
329,0,Split1(6106),6106
329,0,Split1(6176),6176
329,0,Split1(6236),6236
1279,0.5523520112037659,Matmul([0; 28; 1284]),0,28,1284
1279,0.00003199999991920777,Concat([10; 192; 439; 507]),10,192,439,507
3809,0.5523520112037659,Matmul([0; 120; 3814]),0,120,3814
3809,0.00003199999991920777,Concat([10; 192; 483; 561]),10,192,483,561
5150,0.06892800331115723,Matmul([0; 3; 36401]),0,3,36401
5150,0.07011199742555618,Matmul([0; 29; 5149]),0,29,5149
27775,0.5625920295715332,Matmul([0; 51; 27779]),0,51,27779
27775,0.5505920052528381,Matmul([0; 453; 27781]),0,453,27781
27775,0.5420160293579102,Matmul([0; 8735; 2969]),0,8735,2969
8650,0,Split([0; 8649]),0,8649
37285,0.7783359885215759,Matmul([0; 97; 6269]),0,97,6269
107,0,Reshape([106; 7]),106,7
32395,0.40112000703811646,Matmul([0; 51; 32401]),0,51,32401
32395,0.3935360014438629,Matmul([0; 453; 32407]),0,453,32407
32395,0.3935360014438629,Matmul([0; 8735; 32411]),0,8735,32411
32395,0.3935360014438629,Matmul([0; 8821; 32413]),0,8821,32413
32395,0.3887999951839447,Matmul([0; 9062; 4319]),0,9062,4319
32995,0.5625920295715332,Matmul([0; 51; 33001]),0,51,33001
32995,0.5505920052528381,Matmul([0; 453; 33007]),0,453,33007
32995,0.5505920052528381,Matmul([0; 8735; 33011]),0,8735,33011
32995,0.5505920052528381,Matmul([0; 8821; 33013]),0,8821,33013
32995,0.5420160293579102,Matmul([0; 9062; 4429]),0,9062,4429
26989,0.3963199853897095,Matmul([0; 74; 2269]),0,74,2269
6136,0,Split([10; 6135]),10,6135
8516,0,Split([0; 8515]),0,8515
7779,0,Split([10; 3789]),10,3789
96,0,Var("w_15@1024_1024")
10710,0.5625920295715332,Matmul([0; 51; 10712]),0,51,10712
10710,0.5505920052528381,Matmul([0; 453; 10714]),0,453,10714
10710,0.5505920052528381,Matmul([0; 8735; 10716]),0,8735,10716
10710,0.5420160293579102,Matmul([0; 8821; 4399]),0,8821,4399
10710,0.5420160293579102,Matmul([0; 9062; 4404]),0,9062,4404
1319,0.5523520112037659,Matmul([0; 28; 1324]),0,28,1324
1319,0.00003199999991920777,Concat([10; 192; 439; 515]),10,192,439,515
3619,0.00002700000004551839,Concat([10; 192; 479; 333]),10,192,479,333
4399,0.5523520112037659,Matmul([0; 143; 4404]),0,143,4404
4399,0.00003199999991920777,Concat([10; 192; 493; 573]),10,192,493,573
6964,0.7783359885215759,Matmul([0; 143; 6969]),0,143,6969
6964,0.000029000000722589903,Concat([10; 192; 571; 575]),10,192,571,575
3821,0,Split([10; 3820]),10,3820
350,0,Split([10; 349]),10,349
10136,0.5523520112037659,Matmul([0; 51; 2324]),0,51,2324
10136,0.5420160293579102,Matmul([0; 453; 2329]),0,453,2329
8489,0.24031999707221985,Matmul([0; 8476; 97]),0,8476,97
2710,0.035840000957250595,Matmul([0; 3; 27363]),0,3,27363
2710,0.03641600161790848,Matmul([0; 29; 27367]),0,29,27367
2710,0.03641600161790848,Matmul([0; 52; 27371]),0,52,27371
2710,0.03641600161790848,Matmul([0; 75; 27373]),0,75,27373
2710,0.0360959991812706,Matmul([0; 98; 2709]),0,98,2709
11150,0.8015679717063904,Matmul([0; 74; 11152]),0,74,11152
11150,0.7639679908752441,Matmul([0; 463; 6504]),0,463,6504
11150,0.7639679908752441,Matmul([0; 8741; 6509]),0,8741,6509
2071,0,Split([10; 2070]),10,2070
2579,0.00002700000004551839,Concat([10; 192; 463; 273]),10,192,463,273
2296,0,Split([10; 2295]),10,2295
2376,0,Split([10; 2375]),10,2375
8566,0,Split([0; 8565]),0,8565
29113,0.5625920295715332,Matmul([0; 51; 29119]),0,51,29119
29113,0.5505920052528381,Matmul([0; 453; 29123]),0,453,29123
29113,0.5505920052528381,Matmul([0; 8735; 29125]),0,8735,29125
29113,0.5420160293579102,Matmul([0; 8821; 3549]),0,8821,3549
37457,0.8015679717063904,Matmul([0; 74; 37459]),0,74,37459
37457,0.7639679908752441,Matmul([0; 463; 6354]),0,463,6354
36867,0.8015679717063904,Matmul([0; 28; 36869]),0,28,36869
36867,0.7773119807243347,Matmul([0; 443; 36871]),0,443,36871
36867,0.7639679908752441,Matmul([0; 8729; 6009]),0,8729,6009
3,0.003263999940827489,Relu(2),2
36799,0.7783359885215759,Matmul([0; 74; 5939]),0,74,5939
8959,0.40112000703811646,Matmul([0; 97; 8961]),0,97,8961
8959,0.3935360014438629,Matmul([0; 473; 569]),0,473,569
8959,0.3887999951839447,Matmul([0; 8747; 383]),0,8747,383
3616,0,Split([10; 3615]),10,3615
5519,0.00003199999991920777,Concat([10; 192; 258; 268]),10,192,258,268
6684,0.00002499999936844688,Concat([10; 192; 363; 565]),10,192,363,565
11394,0.8015679717063904,Matmul([0; 74; 11396]),0,74,11396
11394,0.7773119807243347,Matmul([0; 463; 11398]),0,463,11398
11394,0.7773119807243347,Matmul([0; 8741; 11400]),0,8741,11400
11394,0.7639679908752441,Matmul([0; 8835; 7144]),0,8835,7144
11394,0.7639679908752441,Matmul([0; 9113; 7149]),0,9113,7149
591,0,Split([10; 590]),10,590
29743,0.5625920295715332,Matmul([0; 51; 29747]),0,51,29747
29743,0.5505920052528381,Matmul([0; 453; 29749]),0,453,29749
29743,0.5420160293579102,Matmul([0; 8735; 3744]),0,8735,3744
5206,0,Split([10; 5205]),10,5205
3920,0.05350400134921074,Matmul([0; 3; 30297]),0,3,30297
3920,0.05407999828457832,Matmul([0; 29; 30301]),0,29,30301
3920,0.05407999828457832,Matmul([0; 52; 30307]),0,52,30307
3920,0.05407999828457832,Matmul([0; 75; 30311]),0,75,30311
3920,0.05407999828457832,Matmul([0; 98; 30313]),0,98,30313
3920,0.05532800033688545,Matmul([0; 121; 3919]),0,121,3919
3560,0.05350400134921074,Matmul([0; 3; 29145]),0,3,29145
3560,0.05407999828457832,Matmul([0; 29; 29149]),0,29,29149
3560,0.05407999828457832,Matmul([0; 52; 29155]),0,52,29155
3560,0.05407999828457832,Matmul([0; 75; 29159]),0,75,29159
3560,0.05407999828457832,Matmul([0; 98; 29161]),0,98,29161
3560,0.05532800033688545,Matmul([0; 121; 3559]),0,121,3559
10772,0.5523520112037659,Matmul([0; 143; 4544]),0,143,4544
10772,0.5420160293579102,Matmul([0; 493; 4549]),0,493,4549
9448,0.23977600038051605,Matmul([0; 28; 8809]),0,28,8809
9448,0.23161600530147552,Matmul([0; 443; 8811]),0,443,8811
9448,0.23161600530147552,Matmul([0; 8729; 465]),0,8729,465
9448,0.22566400468349457,Matmul([0; 8807; 100]),0,8807,100
786,0,Split([10; 785]),10,785
37407,0.8015679717063904,Matmul([0; 74; 37409]),0,74,37409
37407,0.7639679908752441,Matmul([0; 463; 6329]),0,463,6329
5031,0,Split([10; 5030]),10,5030
39855,0.8015679717063904,Matmul([0; 28; 39859]),0,28,39859
39855,0.7773119807243347,Matmul([0; 443; 39865]),0,443,39865
39855,0.7773119807243347,Matmul([0; 8729; 39871]),0,8729,39871
39855,0.7773119807243347,Matmul([0; 8807; 39875]),0,8807,39875
39855,0.7773119807243347,Matmul([0; 9023; 39877]),0,9023,39877
39855,0.7639679908752441,Matmul([0; 9059; 6929]),0,9059,6929
37081,0.8015679717063904,Matmul([0; 28; 37085]),0,28,37085
37081,0.7773119807243347,Matmul([0; 443; 37089]),0,443,37089
37081,0.7773119807243347,Matmul([0; 8729; 37091]),0,8729,37091
37081,0.7639679908752441,Matmul([0; 8807; 6159]),0,8807,6159
1549,0.00002700000004551839,Concat([10; 192; 445; 238]),10,192,445,238
9958,0.40112000703811646,Matmul([0; 74; 9960]),0,74,9960
9958,0.3935360014438629,Matmul([0; 463; 8979]),0,463,8979
9958,0.3935360014438629,Matmul([0; 8741; 8981]),0,8741,8981
9958,0.3935360014438629,Matmul([0; 8835; 579]),0,8835,579
9958,0.3887999951839447,Matmul([0; 9113; 408]),0,9113,408
8706,0,Split([0; 8705]),0,8705
10216,0.5625920295715332,Matmul([0; 28; 10218]),0,28,10218
10216,0.5505920052528381,Matmul([0; 443; 10220]),0,443,10220
10216,0.5420160293579102,Matmul([0; 8729; 2774]),0,8729,2774
10216,0.5420160293579102,Matmul([0; 8807; 2779]),0,8807,2779
28363,0.5625920295715332,Matmul([0; 51; 28367]),0,51,28367
28363,0.5505920052528381,Matmul([0; 453; 28369]),0,453,28369
28363,0.5420160293579102,Matmul([0; 8735; 3304]),0,8735,3304
31777,0.5625920295715332,Matmul([0; 74; 31781]),0,74,31781
31777,0.5505920052528381,Matmul([0; 463; 31783]),0,463,31783
31777,0.5420160293579102,Matmul([0; 8741; 4209]),0,8741,4209
6321,0,Split([10; 6320]),10,6320
6754,0.7783359885215759,Matmul([0; 143; 6759]),0,143,6759
6754,0.000029000000722589903,Concat([10; 192; 565; 569]),10,192,565,569
37857,0.8015679717063904,Matmul([0; 51; 37863]),0,51,37863
37857,0.7773119807243347,Matmul([0; 453; 37867]),0,453,37867
37857,0.7773119807243347,Matmul([0; 8735; 37869]),0,8735,37869
37857,0.7639679908752441,Matmul([0; 8821; 6489]),0,8821,6489
9,0,Var("1_0_2")
1320,0.05488000065088272,Matmul([0; 3; 1319]),0,3,1319
1320,0.05532800033688545,Matmul([0; 29; 1324]),0,29,1324
28753,0.40112000703811646,Matmul([0; 74; 28757]),0,74,28757
28753,0.3935360014438629,Matmul([0; 463; 28759]),0,463,28759
28753,0.3887999951839447,Matmul([0; 8741; 3434]),0,8741,3434
8713,0.46720001101493835,Matmul([0; 8544; 413]),0,8544,413
8099,0,Split([10; 5464]),10,5464
40201,0.7783359885215759,Matmul([0; 143; 6989]),0,143,6989
2539,0.00003199999991920777,Concat([10; 192; 97; 465]),10,192,97,465
4865,0.07017599791288376,Matmul([0; 3; 4864]),0,3,4864
3664,0.00003199999991920777,Concat([10; 192; 134; 358]),10,192,134,358
2671,0,Split([10; 2670]),10,2670
31767,0.5625920295715332,Matmul([0; 28; 31771]),0,28,31771
31767,0.5505920052528381,Matmul([0; 443; 31777]),0,443,31777
31767,0.5505920052528381,Matmul([0; 8729; 31781]),0,8729,31781
31767,0.5505920052528381,Matmul([0; 8807; 31783]),0,8807,31783
31767,0.5420160293579102,Matmul([0; 9023; 4209]),0,9023,4209
40461,0.8015679717063904,Matmul([0; 28; 40465]),0,28,40465
40461,0.7773119807243347,Matmul([0; 443; 40471]),0,443,40471
40461,0.7773119807243347,Matmul([0; 8729; 40477]),0,8729,40477
40461,0.7773119807243347,Matmul([0; 8807; 40481]),0,8807,40481
40461,0.7773119807243347,Matmul([0; 9023; 40483]),0,9023,40483
40461,0.7639679908752441,Matmul([0; 9059; 7044]),0,9059,7044
6976,0,Split([10; 6975]),10,6975
6486,0,Split([10; 6485]),10,6485
36705,0.8015679717063904,Matmul([0; 28; 36707]),0,28,36707
36705,0.7773119807243347,Matmul([0; 443; 36709]),0,443,36709
36705,0.7639679908752441,Matmul([0; 8729; 5829]),0,8729,5829
5865,0.06892800331115723,Matmul([0; 3; 10980]),0,3,10980
5865,0.0708480030298233,Matmul([0; 29; 10982]),0,29,10982
5865,0.07011199742555618,Matmul([0; 52; 5864]),0,52,5864
5865,0.07011199742555618,Matmul([0; 75; 5869]),0,75,5869
6134,0.00002499999936844688,Concat([10; 192; 313; 553]),10,192,313,553
37207,0.7783359885215759,Matmul([0; 97; 6224]),0,97,6224
1789,0.000022000000171829015,Concat([10; 192; 59; 535]),10,192,59,535
886,0,Split([10; 885]),10,885
3221,0,Split([10; 3220]),10,3220
27577,0.3963199853897095,Matmul([0; 97; 2844]),0,97,2844
6109,0.00003199999991920777,Concat([10; 192; 313; 328]),10,192,313,328
7588,0,Split([10; 2774]),10,2774
10748,0.5523520112037659,Matmul([0; 143; 4514]),0,143,4514
10748,0.5420160293579102,Matmul([0; 493; 4519]),0,493,4519
11380,0.8015679717063904,Matmul([0; 97; 11382]),0,97,11382
11380,0.7773119807243347,Matmul([0; 473; 11384]),0,473,11384
11380,0.7639679908752441,Matmul([0; 8747; 7124]),0,8747,7124
11380,0.7639679908752441,Matmul([0; 8849; 7129]),0,8849,7129
38093,0.8015679717063904,Matmul([0; 97; 38095]),0,97,38095
38093,0.7639679908752441,Matmul([0; 473; 6554]),0,473,6554
40591,0.8015679717063904,Matmul([0; 74; 40597]),0,74,40597
40591,0.7773119807243347,Matmul([0; 463; 40601]),0,463,40601
40591,0.7773119807243347,Matmul([0; 8741; 40603]),0,8741,40603
40591,0.7639679908752441,Matmul([0; 8835; 7069]),0,8835,7069
37171,0.7783359885215759,Matmul([0; 97; 6209]),0,97,6209
10602,0.5625920295715332,Matmul([0; 97; 10604]),0,97,10604
10602,0.5420160293579102,Matmul([0; 473; 4094]),0,473,4094
10602,0.5420160293579102,Matmul([0; 8747; 4099]),0,8747,4099
29731,0.5625920295715332,Matmul([0; 51; 29735]),0,51,29735
29731,0.5505920052528381,Matmul([0; 453; 29737]),0,453,29737
29731,0.5420160293579102,Matmul([0; 8735; 3739]),0,8735,3739
5985,0.06892800331115723,Matmul([0; 3; 36837]),0,3,36837
5985,0.0708480030298233,Matmul([0; 29; 36839]),0,29,36839
5985,0.0708480030298233,Matmul([0; 52; 36841]),0,52,36841
5985,0.07011199742555618,Matmul([0; 75; 5984]),0,75,5984
4900,0.07017599791288376,Matmul([0; 3; 4899]),0,3,4899
30831,0.5625920295715332,Matmul([0; 28; 30835]),0,28,30835
30831,0.5505920052528381,Matmul([0; 443; 30841]),0,443,30841
30831,0.5505920052528381,Matmul([0; 8729; 30847]),0,8729,30847
30831,0.5505920052528381,Matmul([0; 8807; 30851]),0,8807,30851
30831,0.5505920052528381,Matmul([0; 9023; 30853]),0,9023,30853
30831,0.5420160293579102,Matmul([0; 9059; 4009]),0,9059,4009
31001,0.5625920295715332,Matmul([0; 97; 31003]),0,97,31003
31001,0.5420160293579102,Matmul([0; 473; 4054]),0,473,4054
2520,0.05350400134921074,Matmul([0; 3; 27183]),0,3,27183
2520,0.05407999828457832,Matmul([0; 29; 27185]),0,29,27185
2520,0.05407999828457832,Matmul([0; 52; 27187]),0,52,27187
2520,0.05532800033688545,Matmul([0; 75; 2519]),0,75,2519
4644,0.5523520112037659,Matmul([0; 166; 4649]),0,166,4649
4644,0.00003199999991920777,Concat([10; 192; 497; 587]),10,192,497,587
11028,0.8015679717063904,Matmul([0; 51; 11030]),0,51,11030
11028,0.7639679908752441,Matmul([0; 453; 6114]),0,453,6114
11028,0.7639679908752441,Matmul([0; 8735; 6119]),0,8735,6119
8554,0,Split([0; 8553]),0,8553
27193,0.5523520112037659,Matmul([0; 74; 2524]),0,74,2524
404,0.035840000957250595,Matmul([0; 3; 9934]),0,3,9934
404,0.03641600161790848,Matmul([0; 29; 9936]),0,29,9936
404,0.03641600161790848,Matmul([0; 52; 9938]),0,52,9938
404,0.03641600161790848,Matmul([0; 75; 9940]),0,75,9940
404,0.03641600161790848,Matmul([0; 98; 8975]),0,98,8975
404,0.03641600161790848,Matmul([0; 121; 8977]),0,121,8977
404,0.03641600161790848,Matmul([0; 144; 577]),0,144,577
404,0.0360959991812706,Matmul([0; 167; 403]),0,167,403
404,0,Split0(7076),7076
404,0,Split0(7086),7086
404,0,Split0(7096),7096
404,0,Split0(7106),7106
404,0,Split0(7116),7116
404,0,Split0(8706),8706
404,0,Split1(3986),3986
404,0,Split1(4136),4136
404,0,Split1(4281),4281
404,0,Split1(4421),4421
404,0,Split1(4496),4496
404,0,Split1(4596),4596
404,0,Split1(4691),4691
404,0,Split1(4781),4781
404,0,Split1(6796),6796
404,0,Split1(6866),6866
404,0,Split1(6926),6926
404,0,Split1(6976),6976
404,0,Split1(7016),7016
404,0,Split1(7046),7046
5814,0.00002499999936844688,Concat([10; 192; 283; 545]),10,192,283,545
11444,0.8015679717063904,Matmul([0; 97; 11446]),0,97,11446
11444,0.7773119807243347,Matmul([0; 473; 11448]),0,473,11448
11444,0.7639679908752441,Matmul([0; 8747; 7204]),0,8747,7204
11444,0.7639679908752441,Matmul([0; 8849; 7209]),0,8849,7209
6125,0.06892800331115723,Matmul([0; 3; 11032]),0,3,11032
6125,0.0708480030298233,Matmul([0; 29; 11034]),0,29,11034
6125,0.0708480030298233,Matmul([0; 52; 11036]),0,52,11036
6125,0.07011199742555618,Matmul([0; 75; 6124]),0,75,6124
6125,0.07011199742555618,Matmul([0; 98; 6129]),0,98,6129
1821,0,Split([10; 1820]),10,1820
2156,0,Split([10; 2155]),10,2155
445,0.23414400219917297,Matmul([0; 51; 54]),0,51,54
445,0,Split0(7338),7338
445,0,Split0(7341),7341
445,0,Split0(7344),7344
445,0,Split0(7348),7348
445,0,Split0(7352),7352
445,0,Split0(7356),7356
445,0,Split0(7360),7360
445,0,Split0(7364),7364
445,0,Split0(7368),7368
445,0,Split1(8461),8461
2054,0.00003199999991920777,Concat([10; 192; 74; 278]),10,192,74,278
2294,0.00002700000004551839,Concat([10; 192; 457; 273]),10,192,457,273
5984,0.00002499999936844688,Concat([10; 192; 298; 541]),10,192,298,541
30925,0.3963199853897095,Matmul([0; 143; 4034]),0,143,4034
2559,0.00002700000004551839,Concat([10; 192; 463; 253]),10,192,463,253
4011,0,Split([10; 4010]),10,4010
37037,0.8015679717063904,Matmul([0; 51; 37041]),0,51,37041
37037,0.7773119807243347,Matmul([0; 453; 37043]),0,453,37043
37037,0.7639679908752441,Matmul([0; 8735; 6139]),0,8735,6139
4721,0,Split([10; 4720]),10,4720
168,0,Var("w_28@1024_1024")
26523,0.5523520112037659,Matmul([0; 28; 1044]),0,28,1044
3450,0.035840000957250595,Matmul([0; 3; 28797]),0,3,28797
3450,0.03641600161790848,Matmul([0; 29; 28801]),0,29,28801
3450,0.03641600161790848,Matmul([0; 52; 28807]),0,52,28807
3450,0.03641600161790848,Matmul([0; 75; 28811]),0,75,28811
3450,0.03641600161790848,Matmul([0; 98; 28813]),0,98,28813
3450,0.0360959991812706,Matmul([0; 121; 3449]),0,121,3449
11358,0.8015679717063904,Matmul([0; 120; 11360]),0,120,11360
11358,0.7639679908752441,Matmul([0; 483; 7094]),0,483,7094
